time (s),D,M,Pn,PnD,PnDPn,R,CuI,CuII,PnX,RX,M1_Pn,M1_PnD,M1_PnDPn,M2_total,M1_PnX,conversion,ln([M]0/[M]),Mn,Mw/Mn,Tmol% (%)
10653.06122,3.59E-05,2.076567198,3.31E-08,0.004342059,0.002167891,-8.89E-26,0.01008619,0.01341381,0.01478619,-7.76E-19,4.82E-06,0.236303727,0.236287719,376.7198115,2.150836537,0.558177192,0.816846364,12333.58194,1.165682116,37.07990204
11020.40816,3.59E-05,2.044262013,3.26E-08,0.004377699,0.002185711,-1.37E-25,0.01001491,0.01348509,0.01471491,-6.00E-19,4.81E-06,0.241527131,0.241511123,386.9869414,2.172694927,0.565050636,0.832525658,12495.91506,1.167518742,37.38322374
11387.7551,3.59E-05,2.012989825,3.20E-08,0.004412151,0.002202937,-9.75E-26,0.009946006,0.013553994,0.014646006,-3.17E-19,4.80E-06,0.246650781,0.246634773,397.0817353,2.193719826,0.571704292,0.847941416,12653.30215,1.169304342,37.67643344
11755.10204,3.59E-05,1.982694452,3.15E-08,0.004445489,0.002219606,1.57E-26,0.009879332,0.013620668,0.014579332,6.99E-20,4.78E-06,0.251678731,0.251662723,407.0086928,2.21395931,0.578150117,0.863105755,12806.00492,1.17104177,37.96015668
12122.44898,3.59E-05,1.953324052,3.10E-08,0.004477779,0.002235751,3.55E-26,0.009814752,0.013685248,0.014514752,2.01E-19,4.77E-06,0.256614782,0.256598774,416.7721684,2.233457621,0.584399138,0.878029945,12954.26527,1.172733524,38.23496479
12489.79592,3.59E-05,1.924830714,3.05E-08,0.004509082,0.002251403,2.09E-26,0.009752145,0.013747855,0.014452145,3.37E-20,4.76E-06,0.261462496,0.261446488,426.3763755,2.252255543,0.59046155,0.892724485,13098.30717,1.17438183,38.50138049
12857.14286,3.59E-05,1.897170113,3.01E-08,0.004539456,0.00226659,-1.30E-26,0.009691398,0.013808602,0.014391398,-1.25E-19,4.75E-06,0.266225218,0.26620921,435.825389,2.270390711,0.596346784,0.907199147,13238.33817,1.175988722,38.75988257
13224.4898,3.59E-05,1.870301204,2.97E-08,0.004568952,0.002281338,-3.74E-26,0.009632407,0.013867593,0.014332407,-1.96E-19,4.73E-06,0.270906094,0.270890086,445.1231494,2.287897882,0.602063574,0.921463019,13374.55068,1.177556113,39.01090997
13591.83673,3.59E-05,1.844186005,2.92E-08,0.004597617,0.00229567,-2.44E-26,0.009575078,0.013924922,0.014275078,-1.42E-19,4.72E-06,0.275508076,0.275492068,454.2734646,2.30480913,0.607619999,0.935524518,13507.12297,1.179085881,39.25486476
13959.18367,3.59E-05,1.818788982,2.88E-08,0.004625494,0.002309609,-2.19E-26,0.009519323,0.013980677,0.014219323,-2.06E-20,4.71E-06,0.280033959,0.280017951,463.2800165,2.3211544,0.613023621,0.949391624,13636.22214,1.180579599,39.49212033
